seed,method,error_m
11,fl_static_no_densification,0.052036453038454056
11,fl_static_no_densification,0.05247139558196068
11,fl_static_no_densification,0.06022113934159279
11,fl_static_no_densification,0.08152952790260315
11,fl_static_no_densification,0.18794599175453186
11,fl_static_no_densification,0.11228052526712418
11,fl_static_no_densification,0.017861351370811462
11,fl_static_no_densification,0.11011118441820145
11,fl_static_no_densification,0.08858318626880646
11,fl_static_no_densification,0.08057954162359238
11,fl_static_no_densification,0.056591276079416275
11,fl_static_no_densification,0.0663132295012474
11,fl_static_no_densification,0.12176994234323502
11,fl_static_no_densification,0.09089811146259308
11,fl_static_no_densification,0.0775720402598381
11,fl_static_no_densification,0.0475182868540287
11,fl_static_no_densification,0.040134262293577194
11,fl_static_no_densification,0.08183842152357101
11,fl_static_no_densification,0.128615140914917
11,fl_static_no_densification,0.005567781161516905
11,fl_static_no_densification,0.13474808633327484
11,fl_static_no_densification,0.10211609303951263
11,fl_static_no_densification,0.1061495840549469
11,fl_static_no_densification,0.22912104427814484
11,fl_static_no_densification,0.05679634213447571
11,fl_static_no_densification,0.020233264192938805
11,fl_static_no_densification,0.033535536378622055
11,fl_static_no_densification,0.05650598928332329
11,fl_static_no_densification,0.1153431236743927
11,fl_static_no_densification,0.07795129716396332
11,fl_static_no_densification,0.202953040599823
11,fl_static_no_densification,0.0526425801217556
11,fl_static_no_densification,0.10769574344158173
11,fl_static_no_densification,0.05420152097940445
11,fl_static_no_densification,0.033412687480449677
11,fl_static_no_densification,0.050599198788404465
11,fl_static_no_densification,0.10719329118728638
11,fl_static_no_densification,0.12060955166816711
11,fl_static_no_densification,0.05743144080042839
11,fl_static_no_densification,0.09636528789997101
11,fl_static_no_densification,0.063481904566288
11,fl_static_no_densification,0.9685205817222595
11,fl_static_no_densification,0.9194750785827637
11,fl_static_no_densification,0.8828843235969543
11,fl_static_no_densification,0.054160650819540024
11,fl_static_no_densification,0.08979318290948868
11,fl_static_no_densification,0.06444264948368073
11,fl_static_no_densification,0.06484384834766388
11,fl_static_no_densification,0.0766216292977333
11,fl_static_no_densification,0.05748583748936653
11,fl_static_no_densification,0.0933569073677063
11,fl_static_no_densification,0.05521979555487633
11,fl_static_no_densification,0.11478671431541443
11,fl_static_no_densification,0.05959874764084816
11,fl_static_no_densification,0.05286668613553047
11,fl_static_no_densification,0.05128532648086548
11,fl_static_no_densification,0.17289702594280243
11,fl_static_no_densification,0.08281096816062927
11,fl_static_no_densification,0.052455607801675797
11,fl_static_no_densification,0.12201689928770065
11,fl_static_no_densification,0.057099599391222
11,fl_static_no_densification,0.09707585722208023
11,fl_static_no_densification,0.1419748067855835
11,fl_static_no_densification,0.11016355454921722
11,fl_static_no_densification,0.019808603450655937
11,fl_static_no_densification,0.060522355139255524
11,fl_static_no_densification,0.03192330524325371
11,fl_static_no_densification,0.09896837174892426
11,fl_static_no_densification,0.08568110316991806
11,fl_static_no_densification,0.09795647114515305
11,fl_static_no_densification,0.023507550358772278
11,fl_static_no_densification,0.007006034720689058
11,fl_static_no_densification,0.04999207332730293
11,fl_static_no_densification,0.1846056878566742
11,fl_static_no_densification,0.033087357878685
11,fl_static_no_densification,0.08109825849533081
11,fl_static_no_densification,0.04457151144742966
11,fl_static_no_densification,0.12929551303386688
11,fl_static_no_densification,0.12373389303684235
11,fl_static_no_densification,0.1026269868016243
11,fl_static_no_densification,0.1279771775007248
11,fl_static_no_densification,0.04154495522379875
11,fl_static_no_densification,0.0017847476992756128
11,fl_static_no_densification,0.13397063314914703
11,fl_static_no_densification,0.043069321662187576
11,fl_static_no_densification,0.11768928915262222
11,fl_static_no_densification,0.04070129245519638
11,fl_static_no_densification,0.11654219031333923
11,fl_static_no_densification,0.036998450756073
11,fl_static_no_densification,0.06578372418880463
11,fl_static_no_densification,0.1250174343585968
11,fl_static_no_densification,0.11090775579214096
11,fl_static_no_densification,0.04977833479642868
11,fl_static_no_densification,0.09580075740814209
11,fl_static_no_densification,0.1944258064031601
11,fl_static_no_densification,0.1246306374669075
11,fl_static_no_densification,0.07362869381904602
11,fl_static_no_densification,0.11306553333997726
11,fl_static_no_densification,0.1162847951054573
11,fl_static_no_densification,0.04204282537102699
11,fl_static_no_densification,0.11877696216106415
11,fl_static_no_densification,0.07547169923782349
11,fl_static_no_densification,0.010115918703377247
11,fl_static_no_densification,0.03444560617208481
11,fl_static_no_densification,0.057047635316848755
11,fl_static_no_densification,0.09610222280025482
11,fl_static_no_densification,0.09283461421728134
11,fl_static_no_densification,0.01560233160853386
11,fl_static_no_densification,0.04832538217306137
11,fl_static_no_densification,0.08059995621442795
11,fl_static_no_densification,0.06644939631223679
11,fl_static_no_densification,0.09951479732990265
11,fl_static_no_densification,0.11669768393039703
11,fl_static_no_densification,0.06510427594184875
11,fl_static_no_densification,0.05328907072544098
11,fl_static_no_densification,0.06355676054954529
11,fl_static_no_densification,0.20357434451580048
11,fl_static_no_densification,0.04020923376083374
11,fl_static_no_densification,0.06122398003935814
11,fl_static_no_densification,0.08381903916597366
11,fl_static_no_densification,0.05767764151096344
11,fl_static_no_densification,0.0769471600651741
11,fl_static_no_densification,0.04056418687105179
11,fl_static_no_densification,0.09084536135196686
11,fl_static_no_densification,0.05159257724881172
11,fl_static_no_densification,0.03851894661784172
11,fl_static_no_densification,0.09082477539777756
11,fl_static_no_densification,0.024922901764512062
11,fl_static_no_densification,0.036871012300252914
11,fl_static_no_densification,0.12795688211917877
11,fl_static_no_densification,0.02283518761396408
11,fl_static_no_densification,0.039984893053770065
11,fl_static_no_densification,0.0867258608341217
11,fl_static_no_densification,0.11061974614858627
11,fl_static_no_densification,0.19371427595615387
11,fl_static_no_densification,0.10899084061384201
11,fl_static_no_densification,0.0868881419301033
11,fl_static_no_densification,0.0574432797729969
11,fl_static_no_densification,0.0913066565990448
11,fl_static_no_densification,0.046094175428152084
11,fl_static_no_densification,0.06789359450340271
11,fl_static_no_densification,0.017315099015831947
11,fl_static_no_densification,0.035265032202005386
11,fl_static_no_densification,0.17891331017017365
11,fl_static_no_densification,0.11486446112394333
11,fl_static_no_densification,0.19368425011634827
11,fl_static_no_densification,0.028199221938848495
11,fl_static_no_densification,0.12363886088132858
11,fl_static_no_densification,0.032577190548181534
11,fl_static_no_densification,0.0331665575504303
11,fl_static_no_densification,0.23556439578533173
