seed,snr_db,aoa_std_deg,method,label,mae_m,rmse_m,p90_m,p95_m
71,0,14.514365903196108,adr_tcn_central,ADR TCN-only (centralized),0.46354344,0.56336415,0.8844955,1.071873
71,0,14.514365903196108,adr_lstm_central,ADR LSTM-only (centralized),0.46483454,0.5643091,0.88494855,1.071873
71,0,14.514365903196108,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.46178347,0.5620949,0.8804912,1.071873
71,0,14.514365903196108,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.4652817,0.5648201,0.88474274,1.071873
71,5,9.678112569110613,fl_static_no_densification,Federated static DNN without temporal densification,0.3650352,0.557283,0.6173884,0.9253645
71,5,9.678112569110613,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),1.3986961,1.5249707,2.1367567,2.3996959
71,5,9.678112569110613,adr_tcn_central,ADR TCN-only (centralized),0.29711652,0.3564284,0.54765487,0.6643158
71,5,9.678112569110613,adr_lstm_central,ADR LSTM-only (centralized),0.29816818,0.35769743,0.5514547,0.6709439
71,5,9.678112569110613,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.2950805,0.354203,0.54375887,0.6598738
71,5,9.678112569110613,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.29918304,0.35943735,0.55256855,0.67844886
71,10,6.477289161443913,fl_static_no_densification,Federated static DNN without temporal densification,0.26746708,0.4912984,0.41178694,0.57899815
71,10,6.477289161443913,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),1.1628989,1.2914959,1.819711,2.090884
71,10,6.477289161443913,adr_tcn_central,ADR TCN-only (centralized),0.19880691,0.23924473,0.37463528,0.4599933
71,10,6.477289161443913,adr_lstm_central,ADR LSTM-only (centralized),0.19969642,0.24090797,0.37384295,0.46564832
71,10,6.477289161443913,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.19674161,0.23585406,0.36516893,0.44581428
71,10,6.477289161443913,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.20114125,0.24422331,0.37923852,0.4762289
71,15,4.370456435499681,fl_static_no_densification,Federated static DNN without temporal densification,0.20673269,0.46118197,0.27775556,0.37790942
71,15,4.370456435499681,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),1.0204021,1.1460586,1.6202284,1.8907493
71,15,4.370456435499681,adr_tcn_central,ADR TCN-only (centralized),0.13772486,0.16823931,0.26314408,0.33024958
71,15,4.370456435499681,adr_lstm_central,ADR LSTM-only (centralized),0.13854833,0.17041877,0.2607749,0.3285104
71,15,4.370456435499681,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.13568339,0.16338748,0.25776917,0.3144794
71,15,4.370456435499681,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.14018628,0.17550917,0.26314408,0.33583808
71,20,3.0000000000000004,fl_static_no_densification,Federated static DNN without temporal densification,0.16751851,0.44762877,0.18939836,0.25654152
71,20,3.0000000000000004,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),0.954391,1.0759063,1.5215205,1.7782885
71,20,3.0000000000000004,adr_tcn_central,ADR TCN-only (centralized),0.09834807,0.12603071,0.18269011,0.24191144
71,20,3.0000000000000004,adr_lstm_central,ADR LSTM-only (centralized),0.09917457,0.12885368,0.18491521,0.24060988
71,20,3.0000000000000004,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.09632271,0.11955056,0.18183678,0.23394023
71,20,3.0000000000000004,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.10085553,0.13568167,0.18331525,0.24191144
71,25,2.1297271778393787,fl_static_no_densification,Federated static DNN without temporal densification,0.14261828,0.44149747,0.13388216,0.1822345
71,25,2.1297271778393787,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),0.92879796,1.0481174,1.4744906,1.7196488
71,25,2.1297271778393787,adr_tcn_central,ADR TCN-only (centralized),0.07336432,0.1019116,0.13187838,0.17444842
71,25,2.1297271778393787,adr_lstm_central,ADR LSTM-only (centralized),0.07420312,0.10534879,0.13276829,0.17610969
71,25,2.1297271778393787,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.07134196,0.09385298,0.13187838,0.1737689
71,25,2.1297271778393787,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.07589034,0.11364835,0.13286006,0.17550194
71,30,1.6008373651881906,fl_static_no_densification,Federated static DNN without temporal densification,0.12739763,0.4387564,0.1005449,0.13743572
71,30,1.6008373651881906,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),0.9199645,1.0384113,1.4569571,1.70061
71,30,1.6008373651881906,adr_tcn_central,ADR TCN-only (centralized),0.058097485,0.08916266,0.099189214,0.13426101
71,30,1.6008373651881906,adr_lstm_central,ADR LSTM-only (centralized),0.058945753,0.09305634,0.100385725,0.13595736
71,30,1.6008373651881906,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.056070488,0.07987792,0.10015212,0.13435963
71,30,1.6008373651881906,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.06063599,0.10238781,0.10015212,0.13638304
71,35,1.3002513113090588,fl_static_no_densification,Federated static DNN without temporal densification,0.118790776,0.4375398,0.081699714,0.11185934
71,35,1.3002513113090588,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),0.91707385,1.0352107,1.4499109,1.6974493
71,35,1.3002513113090588,adr_tcn_central,ADR TCN-only (centralized),0.04946448,0.08289575,0.08078826,0.10977415
71,35,1.3002513113090588,adr_lstm_central,ADR LSTM-only (centralized),0.05031916,0.08706259,0.081699714,0.11149145
71,35,1.3002513113090588,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.04743493,0.0728523,0.08143643,0.111428425
71,35,1.3002513113090588,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.05200977,0.09698269,0.08143643,0.11147508
71,40,1.142473721008936,fl_static_no_densification,Federated static DNN without temporal densification,0.114268474,0.43700108,0.07200521,0.09842033
71,40,1.142473721008936,single_pd_lstm_central,Single-PD/RSS LSTM (centralized),0.91614354,1.0341728,1.4476953,1.6974567
71,40,1.142473721008936,adr_tcn_central,ADR TCN-only (centralized),0.044929646,0.07996804,0.07147847,0.096209146
71,40,1.142473721008936,adr_lstm_central,ADR LSTM-only (centralized),0.04578742,0.08427588,0.07200521,0.098196805
71,40,1.142473721008936,adr_tcn_lstm_central,ADR TCN-LSTM (centralized),0.042897377,0.069520704,0.0715437,0.097952574
71,40,1.142473721008936,adr_tcn_lstm_federated,Proposed ADR TCN-LSTM (federated),0.04747749,0.09449167,0.071733736,0.097952574
